chrom	start	end	size	missing	extra	gma	miss_normal	extr_normal	coverage	indis	multi
182587280	17	36381944	36382013	69	30	30	0.047619	0.9375	0.9375	32	FALSE	FALSE
182587308	17	36433026	36433095	69	31	31	0.03125	0.96875	0.96875	32	FALSE	FALSE
182588022	17	37982568	37982637	69	29	28	0.0655738	0.90625	0.875	32	FALSE	FALSE
182588035	17	38010444	38010513	69	29	26	0.0677966	0.90625	0.8125	32	FALSE	FALSE
182588052	17	38062107	38062176	69	31	36	0.0289855	0.96875	1.125	32	FALSE	FALSE
182588081	17	38134386	38134455	69	29	28	0.0655738	0.90625	0.875	32	FALSE	FALSE
182589618	17	41047162	41047225	63	20	22	0.311475	0.526315789473684	0.578947368421053	38	FALSE	FALSE
182589635	17	41055106	41055169	63	21	20	0.305085	0.552631578947368	0.526315789473684	38	FALSE	FALSE
182589637	17	41059945	41060008	63	23	22	0.262295	0.605263157894737	0.578947368421053	38	FALSE	FALSE
182589640	17	41065740	41065803	63	23	23	0.258065	0.605263157894737	0.605263157894737	38	FALSE	FALSE
182592261	17	45599958	45600028	70	17	15	0.319149	0.548387096774194	0.483870967741935	31	FALSE	FALSE
182592606	17	46245889	46245959	70	15	16	0.354167	0.483870967741935	0.516129032258065	31	FALSE	FALSE
182598219	17	59581279	59581333	54	20	25	0.383562	0.425531914893617	0.531914893617021	47	FALSE	FALSE
182598436	17	59994179	59994233	54	25	21	0.333333	0.531914893617021	0.446808510638298	47	FALSE	FALSE
182598440	17	60012583	60012652	69	30	33	0.0454545	0.9375	1.03125	32	FALSE	FALSE
182599417	17	62269157	62269226	69	29	29	0.0645161	0.90625	0.90625	32	FALSE	FALSE
182616269	18	14535016	14535071	55	23	22	0.347826	0.5	0.478260869565217	46	FALSE	FALSE
182640400	19	62427	62481	54	36	35	0.144578	0.765957446808511	0.74468085106383	47	FALSE	FALSE
182640409	19	101463	101520	57	32	30	0.173333	0.727272727272727	0.681818181818182	44	FALSE	FALSE
182640439	19	195865	195917	52	41	41	0.0989011	0.836734693877551	0.836734693877551	49	FALSE	FALSE
182652715	19	14565858	14565910	52	21	24	0.391892	0.428571428571429	0.489795918367347	49	FALSE	FALSE
182712458	2	87355081	87355134	53	26	28	0.298701	0.541666666666667	0.583333333333333	48	FALSE	FALSE
182712570	2	87470339	87470397	58	23	21	0.323077	0.534883720930233	0.488372093023256	43	FALSE	FALSE
182712602	2	87594488	87594552	64	18	20	0.344828	0.486486486486487	0.540540540540541	37	FALSE	FALSE
182712619	2	87669138	87669194	56	22	21	0.358209	0.488888888888889	0.466666666666667	45	FALSE	FALSE
182713136	2	89182893	89182948	55	1	0	0.978723	0.0217391304347826	0	46	FALSE	FALSE
182713171	2	89285755	89285815	60	1	0	0.97619	0.024390243902439	0	41	FALSE	FALSE
182714005	2	91565372	91565425	53	31	28	0.233766	0.645833333333333	0.583333333333333	48	FALSE	FALSE
182714619	2	94714369	94714430	61	28	30	0.183099	0.7	0.75	40	FALSE	FALSE
182714963	2	95454791	95454846	55	23	22	0.347826	0.5	0.478260869565217	46	FALSE	FALSE
182715053	2	95621890	95621945	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
182715173	2	96049826	96049884	58	30	28	0.194444	0.697674418604651	0.651162790697674	43	FALSE	FALSE
182715690	2	97305758	97305818	60	18	21	0.380952	0.439024390243902	0.51219512195122	41	FALSE	FALSE
182715783	2	97605916	97605974	58	27	29	0.232877	0.627906976744186	0.674418604651163	43	FALSE	FALSE
182716646	2	100102747	100102801	54	22	23	0.366197	0.468085106382979	0.48936170212766	47	FALSE	FALSE
182720586	2	110609058	110609112	54	23	22	0.357143	0.48936170212766	0.468085106382979	47	FALSE	FALSE
182720810	2	111281740	111281796	56	21	22	0.367647	0.466666666666667	0.488888888888889	45	FALSE	FALSE
182720827	2	111356273	111356337	64	20	18	0.321429	0.540540540540541	0.486486486486487	37	FALSE	FALSE
182720860	2	111479814	111479872	58	20	22	0.363636	0.465116279069767	0.511627906976744	43	FALSE	FALSE
182728259	2	130130229	130130282	53	25	22	0.338028	0.520833333333333	0.458333333333333	48	FALSE	FALSE
182728750	2	131208599	131208652	53	22	25	0.364865	0.458333333333333	0.520833333333333	48	FALSE	FALSE
182798618	20	64290321	64290373	52	35	36	0.174419	0.714285714285714	0.73469387755102	49	FALSE	FALSE
182798956	21	6020536	6020590	54	25	22	0.328571	0.531914893617021	0.468085106382979	47	FALSE	FALSE
182798999	21	6093003	6093060	57	22	21	0.348485	0.5	0.477272727272727	44	FALSE	FALSE
182799259	21	6842042	6842097	55	22	23	0.357143	0.478260869565217	0.5	46	FALSE	FALSE
182799263	21	6853554	6853612	58	27	30	0.22973	0.627906976744186	0.697674418604651	43	FALSE	FALSE
182799646	21	8236992	8237085	93	5	6	0.266667	0.625	0.75	8	FALSE	FALSE
182799788	21	8419395	8419488	93	5	5	0.285714	0.625	0.625	8	FALSE	FALSE
182799871	21	8463957	8464050	93	5	4	0.307692	0.625	0.5	8	FALSE	FALSE
182799933	21	8594674	8594743	69	13	15	0.416667	0.40625	0.46875	32	FALSE	FALSE
182799975	21	8628210	8628271	61	22	19	0.316667	0.55	0.475	40	FALSE	FALSE
182799981	21	8649644	8649709	65	14	18	0.418182	0.388888888888889	0.5	36	FALSE	FALSE
182799982	21	8650719	8650774	55	26	23	0.3	0.565217391304348	0.5	46	FALSE	FALSE
182801228	21	13618285	13618340	55	21	20	0.38806	0.456521739130435	0.434782608695652	46	FALSE	FALSE
182801272	21	13707064	13707119	55	23	22	0.347826	0.5	0.478260869565217	46	FALSE	FALSE
182801276	21	13718572	13718630	58	30	28	0.194444	0.697674418604651	0.651162790697674	43	FALSE	FALSE
182814289	21	43445206	43445263	57	21	22	0.358209	0.477272727272727	0.5	44	FALSE	FALSE
182814332	21	43517977	43518031	54	22	24	0.361111	0.468085106382979	0.51063829787234	47	FALSE	FALSE
182816767	22	10571579	10571648	69	15	13	0.391304	0.46875	0.40625	32	FALSE	FALSE
182816815	22	10605207	10605268	61	19	22	0.349206	0.475	0.55	40	FALSE	FALSE
182816820	22	10626677	10626742	65	18	14	0.372549	0.5	0.388888888888889	36	FALSE	FALSE
182816821	22	10627752	10627807	55	24	27	0.310811	0.521739130434783	0.58695652173913	46	FALSE	FALSE
182817010	22	10855252	10855313	61	26	24	0.230769	0.65	0.6	40	FALSE	FALSE
182817023	22	10859405	10859467	62	32	36	0.105263	0.82051282051282	0.923076923076923	39	FALSE	FALSE
182817197	22	11267862	11267928	66	15	18	0.388889	0.428571428571429	0.514285714285714	35	FALSE	FALSE
182817877	22	15512328	15512389	61	19	18	0.372881	0.475	0.45	40	FALSE	FALSE
182817882	22	15513807	15513869	62	23	22	0.274194	0.58974358974359	0.564102564102564	39	FALSE	FALSE
182817883	22	15513944	15514006	62	18	23	0.349206	0.461538461538462	0.58974358974359	39	FALSE	FALSE
182818071	22	15884674	15884735	61	29	23	0.1875	0.725	0.575	40	FALSE	FALSE
182818084	22	15888827	15888889	62	33	33	0.0958904	0.846153846153846	0.846153846153846	39	FALSE	FALSE
182819260	22	18340572	18340627	55	34	30	0.168831	0.739130434782609	0.652173913043478	46	FALSE	FALSE
182820539	22	21213414	21213469	55	28	30	0.246753	0.608695652173913	0.652173913043478	46	FALSE	FALSE
182822156	22	24623512	24623567	55	28	29	0.25	0.608695652173913	0.630434782608696	46	FALSE	FALSE
182903304	3	184542782	184542843	61	0	1	0.97619	0	0.025	40	FALSE	FALSE
182909187	3	198223631	198223683	52	42	42	0.0869565	0.857142857142857	0.857142857142857	49	FALSE	FALSE
182909199	4	11441	11507	66	17	17	0.358491	0.485714285714286	0.485714285714286	35	FALSE	FALSE
182942825	4	85607383	85607449	66	0	1	0.972973	0	0.0285714285714286	35	FALSE	FALSE
182943293	4	86949627	86949679	52	23	21	0.380282	0.469387755102041	0.428571428571429	49	FALSE	FALSE
182954652	4	118636104	118636156	52	32	29	0.227848	0.653061224489796	0.591836734693878	49	FALSE	FALSE
182981564	4	190121082	190121148	66	18	17	0.339623	0.514285714285714	0.485714285714286	35	FALSE	FALSE
182982188	5	689511	689569	58	23	26	0.3	0.534883720930233	0.604651162790698	43	FALSE	FALSE
182982269	5	781570	781628	58	26	23	0.268657	0.604651162790698	0.534883720930233	43	FALSE	FALSE
183021518	5	106750639	106750693	54	24	26	0.324324	0.51063829787234	0.553191489361702	47	FALSE	FALSE
183049266	5	181329177	181329229	52	43	42	0.076087	0.877551020408163	0.857142857142857	49	FALSE	FALSE
183060182	6	26673016	26673071	55	23	21	0.352941	0.5	0.456521739130435	46	FALSE	FALSE
183060187	6	26682139	26682194	55	30	34	0.209877	0.652173913043478	0.739130434782609	46	FALSE	FALSE
183060273	6	26819474	26819529	55	35	27	0.162162	0.760869565217391	0.58695652173913	46	FALSE	FALSE
183060278	6	26828590	26828645	55	21	24	0.366197	0.456521739130435	0.521739130434783	46	FALSE	FALSE
183062760	6	32008274	32008327	53	22	25	0.364865	0.458333333333333	0.520833333333333	48	FALSE	FALSE
183062770	6	32041009	32041062	53	25	22	0.338028	0.520833333333333	0.458333333333333	48	FALSE	FALSE
183062906	6	32344067	32344125	58	1	0	0.977273	0.0232558139534884	0	43	FALSE	FALSE
183072804	6	57385314	57385367	53	26	22	0.323944	0.541666666666667	0.458333333333333	48	FALSE	FALSE
183072969	6	57861531	57861586	55	31	33	0.2	0.673913043478261	0.717391304347826	46	FALSE	FALSE
183073236	6	60286841	60286894	53	22	26	0.36	0.458333333333333	0.541666666666667	48	FALSE	FALSE
183073635	6	61462680	61462736	56	23	25	0.323944	0.511111111111111	0.555555555555556	45	FALSE	FALSE
183131292	7	39795728	39795780	52	33	31	0.209877	0.673469387755102	0.63265306122449	49	FALSE	FALSE
183136036	7	51384917	51384969	52	34	36	0.186047	0.693877551020408	0.73469387755102	49	FALSE	FALSE
183139071	7	57627724	57627799	75	11	12	0.410256	0.423076923076923	0.461538461538462	26	FALSE	FALSE
183139220	7	57839856	57839921	65	15	17	0.407407	0.416666666666667	0.472222222222222	36	FALSE	FALSE
183146327	7	73002472	73002528	56	26	27	0.273973	0.577777777777778	0.6	45	FALSE	FALSE
183147700	7	74887144	74887200	56	25	26	0.291667	0.555555555555556	0.577777777777778	45	FALSE	FALSE
183148855	7	76498300	76498352	52	26	27	0.311688	0.530612244897959	0.551020408163265	49	FALSE	FALSE
183149047	7	76996418	76996470	52	27	26	0.302632	0.551020408163265	0.530612244897959	49	FALSE	FALSE
183184896	8	2244977	2245036	59	20	25	0.338235	0.476190476190476	0.595238095238095	42	FALSE	FALSE
183184918	8	2279948	2280002	54	27	20	0.308824	0.574468085106383	0.425531914893617	47	FALSE	FALSE
183184927	8	2316349	2316410	61	19	21	0.354839	0.475	0.525	40	FALSE	FALSE
183184928	8	2316649	2316705	56	24	22	0.323529	0.533333333333333	0.488888888888889	45	FALSE	FALSE
183184981	8	2405022	2405078	56	23	23	0.333333	0.511111111111111	0.511111111111111	45	FALSE	FALSE
183184982	8	2405317	2405378	61	21	20	0.327869	0.525	0.5	40	FALSE	FALSE
183184989	8	2441725	2441779	54	19	26	0.391892	0.404255319148936	0.553191489361702	47	FALSE	FALSE
183185009	8	2474572	2474631	59	25	21	0.28125	0.595238095238095	0.5	42	FALSE	FALSE
183187335	8	7430377	7430434	57	19	24	0.376812	0.431818181818182	0.545454545454545	44	FALSE	FALSE
183187433	8	7827658	7827718	60	5	5	0.787234	0.121951219512195	0.121951219512195	41	FALSE	FALSE
183187446	8	7881118	7881175	57	24	19	0.328125	0.545454545454545	0.431818181818182	44	FALSE	FALSE
183196642	8	30407297	30407359	62	21	21	0.311475	0.538461538461538	0.538461538461538	39	FALSE	FALSE
183206879	8	57008379	57008433	54	0	1	0.979592	0	0.0212765957446809	47	FALSE	FALSE
183240790	9	20932	20986	54	36	34	0.146341	0.765957446808511	0.723404255319149	47	FALSE	FALSE
183240838	9	132001	132058	57	25	25	0.285714	0.568181818181818	0.568181818181818	44	FALSE	FALSE
183254800	9	38847851	38847903	52	31	31	0.234568	0.63265306122449	0.63265306122449	49	FALSE	FALSE
183255054	9	39416609	39416665	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183255295	9	40117653	40117715	62	33	30	0.1	0.846153846153846	0.769230769230769	39	FALSE	FALSE
183255377	9	40291617	40291677	60	20	19	0.360656	0.48780487804878	0.463414634146341	41	FALSE	FALSE
183255529	9	40590117	40590181	64	27	31	0.15942	0.72972972972973	0.837837837837838	37	FALSE	FALSE
183255812	9	41142283	41142338	55	21	20	0.38806	0.456521739130435	0.434782608695652	46	FALSE	FALSE
183256097	9	41751814	41751882	68	18	16	0.32	0.545454545454545	0.484848484848485	33	FALSE	FALSE
183256931	9	60975348	60975404	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183257244	9	61869194	61869252	58	9	11	0.636364	0.209302325581395	0.255813953488372	43	FALSE	FALSE
183257298	9	61963873	61963941	68	17	19	0.320755	0.515151515151515	0.575757575757576	33	FALSE	FALSE
183257303	9	61969409	61969470	61	23	19	0.3	0.575	0.475	40	FALSE	FALSE
183257359	9	62072287	62072339	52	29	26	0.276316	0.591836734693878	0.530612244897959	49	FALSE	FALSE
183258034	9	63715554	63715616	62	32	32	0.111111	0.82051282051282	0.82051282051282	39	FALSE	FALSE
183258245	9	64191572	64191628	56	25	23	0.304348	0.555555555555556	0.511111111111111	45	FALSE	FALSE
183258676	9	65201908	65201972	64	30	27	0.123077	0.810810810810811	0.72972972972973	37	FALSE	FALSE
183258714	9	65206495	65206550	55	31	28	0.213333	0.673913043478261	0.608695652173913	46	FALSE	FALSE
183258964	9	65723037	65723094	57	23	22	0.328358	0.522727272727273	0.5	44	FALSE	FALSE
183259176	9	66006353	66006414	61	30	29	0.157143	0.75	0.725	40	FALSE	FALSE
183259207	9	66084629	66084689	60	20	20	0.354839	0.48780487804878	0.48780487804878	41	FALSE	FALSE
183259275	9	66257808	66257863	55	1	1	0.958333	0.0217391304347826	0.0217391304347826	46	FALSE	FALSE
183259455	9	66868720	66868773	53	14	12	0.57377	0.291666666666667	0.25	48	FALSE	FALSE
183259710	9	67516043	67516095	52	29	32	0.256098	0.591836734693878	0.653061224489796	49	FALSE	FALSE
183259863	9	67850111	67850180	69	7	11	0.590909	0.21875	0.34375	32	FALSE	FALSE
183259902	9	68288978	68289033	55	20	20	0.402985	0.434782608695652	0.434782608695652	46	FALSE	FALSE
183262125	9	73852588	73852647	59	1	0	0.976744	0.0238095238095238	0	42	FALSE	FALSE
183290144	9	138281687	138281739	52	42	44	0.0851064	0.857142857142857	0.897959183673469	49	FALSE	FALSE
183290249	X	284399	284455	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183290266	X	285331	285386	55	24	22	0.333333	0.521739130434783	0.478260869565217	46	FALSE	FALSE
183290273	X	287359	287419	60	23	18	0.316667	0.560975609756098	0.439024390243902	41	FALSE	FALSE
183290447	X	390999	391060	61	21	19	0.333333	0.525	0.475	40	FALSE	FALSE
183290577	X	461489	461543	54	20	27	0.373333	0.425531914893617	0.574468085106383	47	FALSE	FALSE
183290669	X	502119	502186	67	15	19	0.37037	0.441176470588235	0.558823529411765	34	FALSE	FALSE
183290951	X	639291	639345	54	25	22	0.328571	0.531914893617021	0.468085106382979	47	FALSE	FALSE
183291155	X	768038	768096	58	20	23	0.358209	0.465116279069767	0.534883720930233	43	FALSE	FALSE
183291176	X	785182	785237	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
183291585	X	1004989	1005053	64	19	18	0.339286	0.513513513513513	0.486486486486487	37	FALSE	FALSE
183291902	X	1163860	1163925	65	18	18	0.345455	0.5	0.5	36	FALSE	FALSE
183292136	X	1266863	1266919	56	18	27	0.383562	0.4	0.6	45	FALSE	FALSE
183292261	X	1305669	1305729	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183292446	X	1407145	1407201	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183292479	X	1416992	1417049	57	22	22	0.343284	0.5	0.5	44	FALSE	FALSE
183292739	X	1567307	1567365	58	22	21	0.338462	0.511627906976744	0.488372093023256	43	FALSE	FALSE
183292768	X	1584008	1584062	54	20	27	0.373333	0.425531914893617	0.574468085106383	47	FALSE	FALSE
183292925	X	1676291	1676346	55	24	22	0.333333	0.521739130434783	0.478260869565217	46	FALSE	FALSE
183293260	X	1914886	1914945	59	20	22	0.353846	0.476190476190476	0.523809523809524	42	FALSE	FALSE
183293375	X	2180380	2180440	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183293519	X	2269335	2269395	60	18	23	0.369231	0.439024390243902	0.560975609756098	41	FALSE	FALSE
183293521	X	2271596	2271652	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183293613	X	2352806	2352866	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
183293961	X	2633911	2633979	68	15	18	0.365385	0.454545454545455	0.545454545454545	33	FALSE	FALSE
183294043	X	2712867	2712921	54	19	28	0.381579	0.404255319148936	0.595744680851064	47	FALSE	FALSE
183295198	X	3836402	3836456	54	29	30	0.24359	0.617021276595745	0.638297872340426	47	FALSE	FALSE
183295201	X	3842155	3842215	60	26	29	0.225352	0.634146341463415	0.707317073170732	41	FALSE	FALSE
183295221	X	3874822	3874876	54	33	29	0.194805	0.702127659574468	0.617021276595745	47	FALSE	FALSE
183295224	X	3880579	3880639	60	28	24	0.212121	0.682926829268293	0.585365853658537	41	FALSE	FALSE
183295246	X	3913253	3913307	54	28	31	0.253165	0.595744680851064	0.659574468085106	47	FALSE	FALSE
183295249	X	3919008	3919068	60	26	27	0.231884	0.634146341463415	0.658536585365854	41	FALSE	FALSE
183308903	X	37098536	37098598	62	21	21	0.311475	0.538461538461538	0.538461538461538	39	FALSE	FALSE
183314210	X	49305549	49305620	71	14	17	0.354167	0.466666666666667	0.566666666666667	30	FALSE	FALSE
183314250	X	49562691	49562763	72	12	13	0.418605	0.413793103448276	0.448275862068966	29	FALSE	FALSE
183314268	X	49591342	49591413	71	17	14	0.311111	0.566666666666667	0.466666666666667	30	FALSE	FALSE
183314273	X	49600869	49600941	72	13	12	0.404762	0.448275862068966	0.413793103448276	29	FALSE	FALSE
183315272	X	52488462	52488521	59	21	24	0.328358	0.5	0.571428571428571	42	FALSE	FALSE
183315290	X	52524367	52524426	59	23	22	0.307692	0.547619047619048	0.523809523809524	42	FALSE	FALSE
183316689	X	55468151	55468205	54	21	23	0.380282	0.446808510638298	0.48936170212766	47	FALSE	FALSE
183316713	X	55505000	55505054	54	22	21	0.376812	0.468085106382979	0.446808510638298	47	FALSE	FALSE
183328208	X	92140484	92140539	55	1	0	0.978723	0.0217391304347826	0	46	FALSE	FALSE
183331685	X	102358814	102358868	54	23	21	0.362319	0.48936170212766	0.446808510638298	47	FALSE	FALSE
183336520	X	115846177	115846265	88	6	5	0.421053	0.461538461538462	0.384615384615385	13	FALSE	FALSE
183336526	X	115849158	115849246	88	6	6	0.4	0.461538461538462	0.461538461538462	13	FALSE	FALSE
183336538	X	115855117	115855208	91	7	7	0.222222	0.7	0.7	10	FALSE	FALSE
183336544	X	115858102	115858199	97	3	3	0.25	0.75	0.75	4	FALSE	FALSE
183336550	X	115861093	115861190	97	3	3	0.25	0.75	0.75	4	FALSE	FALSE
183336557	X	115864082	115864173	91	7	7	0.222222	0.7	0.7	10	FALSE	FALSE
183336570	X	115870046	115870137	91	8	8	0.157895	0.8	0.8	10	FALSE	FALSE
183336576	X	115873027	115873124	97	3	3	0.25	0.75	0.75	4	FALSE	FALSE
183346341	X	141059246	141059300	54	22	22	0.371429	0.468085106382979	0.468085106382979	47	FALSE	FALSE
183346501	X	141510520	141510586	66	18	17	0.339623	0.514285714285714	0.485714285714286	35	FALSE	FALSE
183346504	X	141528112	141528166	54	23	22	0.357143	0.48936170212766	0.468085106382979	47	FALSE	FALSE
183347468	X	144137183	144137249	66	16	17	0.377358	0.457142857142857	0.485714285714286	35	FALSE	FALSE
183349496	X	149591035	149591092	57	24	23	0.308824	0.545454545454545	0.522727272727273	44	FALSE	FALSE
183349544	X	149778298	149778355	57	23	23	0.323529	0.522727272727273	0.522727272727273	44	FALSE	FALSE
183351872	X	155361324	155361387	63	21	18	0.315789	0.552631578947368	0.473684210526316	38	FALSE	FALSE
183351954	X	155479862	155479925	63	18	21	0.35	0.473684210526316	0.552631578947368	38	FALSE	FALSE
183352032	X	155752276	155752330	54	27	24	0.291667	0.574468085106383	0.51063829787234	47	FALSE	FALSE
183352083	X	155876429	155876485	56	22	22	0.352941	0.488888888888889	0.488888888888889	45	FALSE	FALSE
183352246	Y	284399	284455	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183352263	Y	285331	285386	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
183352270	Y	287359	287419	60	18	23	0.369231	0.439024390243902	0.560975609756098	41	FALSE	FALSE
183352444	Y	390999	391060	61	19	21	0.354839	0.475	0.525	40	FALSE	FALSE
183352574	Y	461489	461543	54	27	20	0.308824	0.574468085106383	0.425531914893617	47	FALSE	FALSE
183352666	Y	502119	502186	67	19	15	0.32	0.558823529411765	0.441176470588235	34	FALSE	FALSE
183352948	Y	639291	639345	54	22	25	0.356164	0.468085106382979	0.531914893617021	47	FALSE	FALSE
183353152	Y	768038	768096	58	23	20	0.328125	0.534883720930233	0.465116279069767	43	FALSE	FALSE
183353173	Y	785182	785237	55	24	22	0.333333	0.521739130434783	0.478260869565217	46	FALSE	FALSE
183353582	Y	1004989	1005053	64	18	19	0.350877	0.486486486486487	0.513513513513513	37	FALSE	FALSE
183353899	Y	1163860	1163925	65	18	18	0.345455	0.5	0.5	36	FALSE	FALSE
183354133	Y	1266863	1266919	56	27	18	0.296875	0.6	0.4	45	FALSE	FALSE
183354258	Y	1305669	1305729	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
183354443	Y	1407145	1407201	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183354476	Y	1416992	1417049	57	22	22	0.343284	0.5	0.5	44	FALSE	FALSE
183354736	Y	1567307	1567365	58	21	22	0.348485	0.488372093023256	0.511627906976744	43	FALSE	FALSE
183354765	Y	1584008	1584062	54	27	20	0.308824	0.574468085106383	0.425531914893617	47	FALSE	FALSE
183354922	Y	1676291	1676346	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
183355257	Y	1914886	1914945	59	22	20	0.333333	0.523809523809524	0.476190476190476	42	FALSE	FALSE
183355372	Y	2180380	2180440	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
183355516	Y	2269335	2269395	60	23	18	0.316667	0.560975609756098	0.439024390243902	41	FALSE	FALSE
183355518	Y	2271596	2271652	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183355610	Y	2352806	2352866	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183355958	Y	2633911	2633979	68	18	15	0.326531	0.545454545454545	0.454545454545455	33	FALSE	FALSE
183356040	Y	2712867	2712921	54	28	19	0.298507	0.595744680851064	0.404255319148936	47	FALSE	FALSE
183358742	Y	9337711	9337781	70	20	18	0.24	0.645161290322581	0.580645161290323	31	FALSE	FALSE
183358779	Y	9487514	9487584	70	17	21	0.283019	0.548387096774194	0.67741935483871	31	FALSE	FALSE
183358790	Y	9507797	9507867	70	17	15	0.319149	0.548387096774194	0.483870967741935	31	FALSE	FALSE
183363445	Y	17615471	17615535	64	17	19	0.368421	0.459459459459459	0.513513513513513	37	FALSE	FALSE
183363505	Y	17724671	17724750	79	10	10	0.393939	0.454545454545455	0.454545454545455	22	FALSE	FALSE
183363509	Y	17725588	17725651	63	22	20	0.288136	0.578947368421053	0.526315789473684	38	FALSE	FALSE
183363609	Y	17866502	17866556	54	24	22	0.342857	0.51063829787234	0.468085106382979	47	FALSE	FALSE
183363669	Y	17962142	17962204	62	20	22	0.322581	0.512820512820513	0.564102564102564	39	FALSE	FALSE
183363708	Y	18039452	18039506	54	23	24	0.347222	0.48936170212766	0.51063829787234	47	FALSE	FALSE
183363810	Y	18180361	18180424	63	20	21	0.316667	0.526315789473684	0.552631578947368	38	FALSE	FALSE
183363814	Y	18181262	18181341	79	9	11	0.411765	0.409090909090909	0.5	22	FALSE	FALSE
183363880	Y	18290474	18290537	63	19	18	0.350877	0.5	0.473684210526316	38	FALSE	FALSE
183364043	Y	18535811	18535864	53	26	22	0.323944	0.541666666666667	0.458333333333333	48	FALSE	FALSE
183364058	Y	18549268	18549324	56	19	24	0.385714	0.422222222222222	0.533333333333333	45	FALSE	FALSE
183364146	Y	18771082	18771138	56	23	20	0.348485	0.511111111111111	0.444444444444444	45	FALSE	FALSE
183364160	Y	18784543	18784596	53	21	26	0.373333	0.4375	0.541666666666667	48	FALSE	FALSE
183365425	Y	21722767	21722830	63	17	18	0.385965	0.447368421052632	0.473684210526316	38	FALSE	FALSE
183365441	Y	21780990	21781053	63	18	17	0.375	0.473684210526316	0.447368421052632	38	FALSE	FALSE
183365552	Y	22052763	22052833	70	25	21	0.132075	0.806451612903226	0.67741935483871	31	FALSE	FALSE
183365561	Y	22066771	22066836	65	27	31	0.147059	0.75	0.861111111111111	36	FALSE	FALSE
183365565	Y	22067080	22067135	55	27	25	0.277778	0.58695652173913	0.543478260869565	46	FALSE	FALSE
183365615	Y	22190969	22191026	57	24	21	0.318182	0.545454545454545	0.477272727272727	44	FALSE	FALSE
183365715	Y	22395392	22395449	57	21	25	0.342857	0.477272727272727	0.568181818181818	44	FALSE	FALSE
183365769	Y	22519258	22519313	55	25	28	0.293333	0.543478260869565	0.608695652173913	46	FALSE	FALSE
183365771	Y	22519557	22519622	65	27	25	0.16129	0.75	0.694444444444444	36	FALSE	FALSE
183365779	Y	22533561	22533631	70	24	21	0.150943	0.774193548387097	0.67741935483871	31	FALSE	FALSE
183365796	Y	22559585	22559641	56	29	29	0.226667	0.644444444444444	0.644444444444444	45	FALSE	FALSE
183366192	Y	23636055	23636111	56	26	32	0.25641	0.577777777777778	0.711111111111111	45	FALSE	FALSE
183366205	Y	23662474	23662544	70	24	26	0.137931	0.774193548387097	0.838709677419355	31	FALSE	FALSE
183366213	Y	23676455	23676520	65	27	28	0.153846	0.75	0.777777777777778	36	FALSE	FALSE
183366217	Y	23676764	23676819	55	24	28	0.306667	0.521739130434783	0.608695652173913	46	FALSE	FALSE
183366268	Y	23810030	23810096	66	15	17	0.396226	0.428571428571429	0.485714285714286	35	FALSE	FALSE
183366328	Y	23939559	23939621	62	19	17	0.368421	0.487179487179487	0.435897435897436	39	FALSE	FALSE
183366490	Y	24177941	24177994	53	24	23	0.347222	0.5	0.479166666666667	48	FALSE	FALSE
183366536	Y	24239992	24240060	68	19	14	0.3125	0.575757575757576	0.424242424242424	33	FALSE	FALSE
183366551	Y	24278474	24278526	52	23	25	0.36	0.469387755102041	0.510204081632653	49	FALSE	FALSE
183366989	Y	25391622	25391674	52	26	22	0.333333	0.530612244897959	0.448979591836735	49	FALSE	FALSE
183366995	Y	25401483	25401539	56	22	20	0.363636	0.488888888888889	0.444444444444444	45	FALSE	FALSE
183367008	Y	25430080	25430148	68	15	18	0.365385	0.454545454545455	0.545454545454545	33	FALSE	FALSE
183367047	Y	25492151	25492204	53	22	22	0.380282	0.458333333333333	0.458333333333333	48	FALSE	FALSE
183367213	Y	25730491	25730553	62	17	19	0.389831	0.435897435897436	0.487179487179487	39	FALSE	FALSE
183367326	Y	25993257	25993312	55	27	25	0.277778	0.58695652173913	0.543478260869565	46	FALSE	FALSE
